;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
1010;Great Performances;The best in the performing arts from across America and around the world including a diverse programming portfolio of classical music, opera, popular song, musical theater, dance, drama, and performance documentaries.;1971;Unknown;['drama', 'comedy'];['US'];51.0;Unknown;Unknown
1016;Gardeners' World;Gardeners' World is a long-running BBC Television programme about gardening, first broadcast in 1968 and still running as of 2013. Its first episode was presented by Ken Burras and came from Oxford Botanical Gardens. The magazine BBC Gardeners' World is a tie-in to the programme. Most of its episodes have been 30 minutes in length, although there are many specials that last longer. The 2008 and 2009 series used a 60-minute format.;1968;TV-G;['documentation'];['GB'];22.0;8.3;243.0
1020;Diff'rent Strokes;The series stars Gary Coleman and Todd Bridges as Arnold and Willis Jackson, two African American boys from Harlem who are taken in by a rich white Park Avenue businessman named Phillip Drummond and his daughter Kimberly, for whom their deceased mother previously worked. During the first season and first half of the second season, Charlotte Rae also starred as the Drummonds' housekeeper, Mrs. Garrett.;1978;Unknown;['drama', 'comedy', 'family'];['US'];8.0;6.6;11238.0
1028;Rowan & Martin's Laugh-In;An American sketch comedy television program hosted by comedians Dan Rowan and Dick Martin.;1968;TV-PG;['comedy', 'music'];['US'];6.0;8.0;3090.0
1029;The Gumby Show;"Innovative ""Claymation"" adventures of Gumby and his horse Pokey.";1955;TV-G;['comedy', 'family', 'fantasy', 'animation'];['US'];2.0;7.0;1493.0
1033;The Danny Thomas Show;Danny Thomas, an entertainer, tries to balance his home life with the needs of his career, with hilarious results.;1953;TV-G;['comedy', 'family'];['US'];11.0;7.1;1073.0
1038;Route 66;"Route 66 is an American TV series in which two young men traveled across America in a Chevrolet Corvette sports car. The show ran weekly on Fridays on CBS from October 7, 1960 to March 20, 1964. It starred Martin Milner as Tod Stiles and, for the first two and a half seasons, George Maharis as Buz Murdock. Maharis was ill for much of the third season, during which time Tod was shown traveling on his own. Tod met Lincoln Case, played by Glenn Corbett, late in the third season, and traveled with him until the end of the fourth and final season. The series currently airs on Me-TV, My Family TV and RTV.

Among the series more notable aspects were the featured Corvette convertible, and the program's instrumental theme song, which became a major pop hit.";1960;TV-Y7;['drama'];['US'];4.0;7.8;1697.0
1045;The Lucy Show;"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68.";1962;Unknown;['comedy'];['US'];6.0;7.2;2797.0
1052;The Donna Reed Show;"The Donna Reed Show is an American situation comedy starring Donna Reed as the upper-middle-class housewife Donna Stone. Carl Betz co-stars as her pediatrician husband Dr. Alex Stone, and Shelley Fabares and Paul Petersen as their teenage children, Mary and Jeff. The show originally aired on ABC from September 24, 1958 to March 19, 1966. When Fabares left the show in 1963, Petersen's little sister, Patty Petersen, joined the cast as adopted daughter Trisha. Patty Petersen had first appeared in the episode, ""A Way of Her Own"", on January 31, 1963.

Bob Crane and Ann McCrea appeared in the last seasons as the Kelseys, friends of the Stones, and Darryl Richard became a near regular as Smitty, Jeff's best buddy. The show featured a variety of celebrity guests including Esther Williams as a famous dress designer, baseball superstars Don Drysdale and Willie Mays as themselves, teen heartthrob James Darren as a pop singer with the measles, canine superstar Lassie as herself, and young Jay North of CBS's Dennis the Menace.

The series was created by William S. Roberts and developed by Reed and her then husband, producer Tony Owen. Episodes revolved around typical family problems of the period such as firing a clumsy housekeeper, throwing a retirement bash for a colleague, and finding quality time away from the children. Edgy themes such as women's rights and freedom of the press were occasionally explored.";1958;TV-PG;['comedy', 'family'];['US'];8.0;7.4;1616.0
1072;Letter to Loretta;"Letter to Loretta is an American anthology drama series telecast on NBC from September 1953 to June 1961 for a total of 165 episodes. The filmed show was hosted by Loretta Young who also played the lead in various episodes.

Letter to Loretta was sponsored by Procter & Gamble from 1953 through 1960. The final season's sponsor was Warner-Lambert's Listerine.";1953;Unknown;['drama'];['US'];8.0;7.7;253.0
1114;Here's Lucy;Here's Lucy is Lucille Ball's third network television sitcom. It ran on CBS from 1968 to 1974.;1968;TV-G;['comedy'];['US'];6.0;6.8;1584.0
1136;The Duchess of Duke Street;"Set in London between 1900 and 1925, the story follows Louisa Leyton/Trotter, the eponymous ""Duchess"", who works her way up from servant to renowned cook to proprietress of the upper-class Bentinck Hotel in Duke Street, St. James's.";1976;TV-PG;['drama'];['GB'];2.0;8.3;1375.0
1148;QB VII;A physician sues a novelist for publishing statements implicating the doctor in Nazi war crimes.;1974;Unknown;['drama'];['US'];1.0;7.7;786.0
1159;Free to Choose;Free to Choose is a ten-part television series broadcast on public television by economists Milton and Rose D. Friedman that advocates free market principles. It was primarily a response to an earlier landmark book and television series: The Age of Uncertainty, by the noted economist John Kenneth Galbraith. Milton Friedman won the Nobel Memorial Prize in Economics in 1976.;1980;Unknown;['documentation'];['US'];2.0;9.2;279.0
1170;Sanford;Redd Foxx isn’t done scheming and wise-cracking in the spin-off to one of America's most beloved sitcoms.;1980;Unknown;['comedy'];['US'];2.0;6.6;331.0
1191;Disraeli;Disraeli is a British four part serial about the great statesman and Prime Minister of the United Kingdom, Benjamin Disraeli.;1978;Unknown;['drama', 'history'];['GB'];1.0;7.6;224.0
1204;Yancy Derringer;Yancy Derringer is an American Western series;1958;Unknown;['western', 'action'];['US'];1.0;8.0;383.0
1217;To Tell the Truth;"The show features a panel of four celebrities attempting to correctly identify a described contestant who has an unusual occupation or experience. This central character is accompanied by two impostors who pretend to be the central character. The celebrity panelists question the three contestants; the impostors are allowed to lie but the central character is sworn ""to tell the truth"". After questioning, the panel attempts to identify which of the three challengers is telling the truth and is thus the central character.";1956;TV-G;['reality', 'family'];['US'];7.0;7.7;482.0
1233;The Westerner;The Westerner is an American Western series that aired on NBC from September to December 1960. Created by Sam Peckinpah, the series was produced by Four Star Television. The Westerner stars Brian Keith as Dave Blassingame and features John Dehner as semi-regular Burgundy Smith.;1960;Unknown;['western', 'action', 'drama'];['US'];1.0;8.2;218.0
1267;Message from Space: Galactic Wars;The 15th solar system is invaded by the Stressos. Two men, Ryû and Ayato, and a man-ape, Baru, organize the resistance. They are helped by Eolia, a mysterious woman traveling on a three masted space ship.;1978;Unknown;['scifi', 'action'];['JP'];1.0;7.2;179.0
1315;C.P.O. Sharkey;C.P.O. Sharkey is an American sitcom which aired from 1976 to 1978 on NBC.;1976;Unknown;['comedy'];['US'];2.0;7.0;331.0
1319;Card Sharks;Card Sharks is an American television game show created by Chester Feldman for Mark Goodson-Bill Todman Productions. Two contestants compete for control of a row of oversized playing cards by answering questions posed by the host and then guessing if the next card is higher or lower in value than the previous one. The concept has been made into a series four separate times since its debut in 1978, and also appeared as part of CBS's Gameshow Marathon. The primary announcer for the first three series was Gene Wood.;1978;TV-G;['family'];['US'];6.0;6.8;445.0
1357;Tomorrow's Joe 2;Yabuki Joe is left downhearted and hopeless after a certain tragic event. In attempt to put the past behind him, Joe leaves the gym behind and begins wandering.;1980;Unknown;['drama', 'sport', 'animation', 'action'];[];1.0;8.8;453.0
1396;The New 3 Stooges;Larry, Moe and Curly Joe bring their mastery of mirth, merriment and mayhem to plenty of places from the Old West to Outer Space and everywhere in between. The hijinks never stop as The Boys bumble and fumble their way from one zany adventure to the next in this animated slapstick series.;1965;TV-PG;['comedy', 'animation', 'family'];['US'];1.0;7.0;334.0
1463;The Californians;San Franciscans during the goldrush of the 1850s attempt to maintain law and order in their wild city. Newly arrived Matthew Wayne becomes sheriff, then marshal, and organizes the city police force while expressing interest in the young widow Fanzler and sparring with attorney Pitt. Adam Kennedy appears as Dion Patrick, an Irish newspaperman who helps the local vigilante committee.;1957;Unknown;['western'];['US'];2.0;7.2;99.0
1516;Tattletales;"Tattletales is an American game show which first aired on the CBS daytime schedule on February 18, 1974. It was hosted by Bert Convy, with several announcers, including Jack Clark, Gene Wood, Johnny Olson and John Harlan, providing the voiceover at various times.

The show's premise involved questions asked about celebrity couples' personal lives and was based on He Said, She Said, a syndicated Goodson-Todman show that aired during the 1969—1970 season.";1974;TV-PG;['comedy', 'reality'];['US'];4.0;7.6;48.0
1696;Napoleon Hill's Master Key;In 1954, Napoleon Hill, along with W. Clement Stone, produced a historic television broadcast. And now, for the first time, the archived films are being presented to you in their original and complete form.;1954;Unknown;['documentation'];['US'];1.0;7.2;137.0
1732;Dangerous Assignment;"""The Commissioner"" sent US special agent Steve Mitchell to exotic locales where he encounters adventure and international intrigue, all played out using extreme violence.";1952;TV-PG;['action'];['US'];1.0;7.0;112.0
1736;Pinkfong! Halloween Songs;It's time to celebrate Halloween with ghosts and monsters. Let's sing and dance with monster friends. Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by educational experts.;1969;Unknown;['music', 'animation', 'family'];[];3.0;3.6;5.0
1756;Blockbusters;"Blockbusters is an American game show which had two separate runs in the 1980s. Created by Steve Ryan for Mark Goodson Productions, the first series debuted on NBC on October 27, 1980 and aired until April 23, 1982. In the first series, a team of two family members competed against a solo contestant. Blockbusters was revived on NBC from January 5 to May 1, 1987, but featured only two contestants competing.

Bill Cullen hosted the 1980–1982 version, with Bob Hilton as announcer. Johnny Olson and Rich Jeffries substituted for Hilton on occasion, with Jeffries taking over for the final two weeks. Bill Rafferty hosted the 1987 version, with Jeffries announcing the entire run.";1980;TV-G;['family'];['US'];1.0;7.4;103.0
1813;The Kids in the Hall;The Kids in the Hall is a Canadian sketch comedy group formed in 1984, consisting of comedians Dave Foley, Kevin McDonald, Bruce McCulloch, Mark McKinney, and Scott Thompson.;1989;TV-MA;['comedy'];['CA'];6.0;8.4;9794.0
1825;Mr. Bean;Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes.;1990;TV-PG;['comedy', 'family', 'european'];['GB'];3.0;8.6;114774.0
1833;He-Man and the Masters of the Universe;When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.;1983;TV-Y7;['action', 'scifi', 'family', 'fantasy', 'animation'];['US'];3.0;7.5;18355.0
1835;Wallace and Gromit;"Wallace and Gromit are the main characters in a series of four British animated short films, several series of short interstitials, and a feature-length film by Nick Park of Aardman Animations. All the characters were made from moulded plasticine modelling clay on metal armatures, and filmed with stop motion clay animation. Wallace, an absent-minded inventor from Wigan, Lancashire, is a cheese enthusiast (especially for Wensleydale cheese). His companion, Gromit, appears to be rather more intelligent than his master. Wallace is voiced by veteran actor Peter Sallis; Gromit remains silent, communicating only through facial expressions and body language.";1989;Unknown;[];['GB'];1.0;Unknown;Unknown
1836;Reading Rainbow;Journey to exciting places and build a lasting connection with your favorite books. Each episode centers on a theme from a book, or other children's literature, which is explored through a number of segments or stories.;1983;TV-Y;['family'];['US'];16.0;8.4;4618.0
1838;Thomas & Friends;Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.;1984;TV-Y;['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama'];['GB'];24.0;6.5;4948.0
1840;Baywatch;Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.;1989;TV-PG;['action', 'drama', 'crime', 'romance'];['US'];11.0;5.3;27179.0
1854;Home and Away;"Home and Away is set in the fictional town of Summer Bay, a coastal town in New South Wales, and follows the personal and professional lives of the people living in the area. The show initially focused on the Fletcher family, Pippa and Tom Fletcher and their five foster children Frank Morgan, Carly Morris, Steven Matheson, Lynn Davenport and Sally Keating, who would go on to become one of the show's longest-running characters. The show also originally and currently focuses on the Stewart family. During the early 2000s, the central storylines focused on the Sutherlands and later, the Hunters. Home and Away had proved popular when it premiered in 1988 and had risen to become a hit in Australia, and after only a few weeks, the show tackled its first major and disturbing storyline, the rape of Carly Morris; it was one of the first shows to feature such storylines during the early timeslot. H&A has tackled many adult-themed and controversial storylines; something rarely found in its restricted timeslot.";1988;TV-14;['drama', 'romance'];['AU'];35.0;5.1;5942.0
1855;House of Cards;Frustrated at a new moderate Conservative government and deprived of a promotion to a senior position, chief whip Francis Urquhart prepares a meticulous plot to bring down the Prime Minister then to take his place.;1990;TV-14;['war', 'action', 'crime', 'drama', 'european'];['GB'];3.0;8.5;14304.0
1857;She-Ra: Princess of Power;She-Ra, He-Man's twin sister, is leading a group of freedom fighters known as the Great Rebellion in the hope of freeing their homeworld of Etheria from the tyrannical rule of Hordak and the Evil Horde.;1985;TV-Y7;['animation', 'scifi', 'action', 'family', 'fantasy'];['US'];3.0;6.7;6128.0
1863;Voltron: Defender of the Universe;Voltron is the name of a giant robot in an anime television series that features a team of space explorers known as the Voltron Force. The space explorers pilot robot lions who join together to form the giant robot with which they defend their galaxy from evil. Initially produced as a joint venture between World Events Productions and Toei Animation, the original television series aired in syndication from September 10, 1984 to November 18, 1985. The program was entitled Voltron: Defender of the Universe.;1984;TV-Y7;['scifi', 'family', 'animation'];['US', 'JP'];3.0;7.9;4740.0
1871;The Storyteller;The Storyteller aided by his cynical dog, narrates classic folk tales, fables, and legends.;1988;Unknown;['action', 'drama', 'family', 'fantasy', 'horror', 'european'];['GB', 'US'];2.0;8.8;4478.0
1873;Bobby's World;Bobby Generic lives in a typical suburban neighborhood and uses his overactive imagination to discover a world of daring adventure, incredible wonder and lots of laughs — all in pint-sized perspective.;1990;TV-Y;['animation', 'comedy', 'family'];['US'];7.0;7.2;4503.0
1876;227;A housewife sits on the stoop of her apartment building in a black neighborhood of Washington, D.C., and discusses all manner of things with her neighbors.;1985;TV-PG;['comedy'];['US'];5.0;6.6;3380.0
1880;'Allo 'Allo!;The misadventures of hapless cafe owner René Artois and his escapades with the Resistance in occupied France.;1984;Unknown;['war', 'comedy', 'history'];['GB'];9.0;8.4;25098.0
1902;Pingu;Playful penguin Pingu lives with his family in Antarctica, where he often finds himself caught up in mischievous high jinks with his pal Robby.;1986;TV-Y;['comedy', 'family', 'animation', 'european'];['CH', 'GB'];6.0;7.4;6678.0
1903;The Bold and the Beautiful;Continuing drama combining romance and intrigue set against the glittering backdrop of Beverly Hills and the American fashion industry.;1987;TV-14;['drama', 'romance'];['US'];34.0;3.3;7627.0
1905;Tall Tales & Legends;Tall Tales & Legends is a series created by Shelley Duvall, following her success with her first series, Faerie Tale Theatre. It ran from 1985-1987 on Showtime as well as The Disney Channel and comprised nine episodes, adapted from various American-based stories of bravery.;1985;Unknown;['comedy', 'drama', 'family', 'western'];['US'];1.0;7.1;183.0
1911;Family Feud;Two families, each composed of five members, compete against each other to guess the answers with the results of a survey of one hundred people. Hosted by Ray Combs.;1988;TV-PG;[];['US'];6.0;6.6;1019.0
1916;Fireman Sam;Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.;1987;TV-Y;['comedy', 'animation', 'family', 'crime', 'european'];['GB'];13.0;6.1;1759.0
1928;Vietnam;The Goddard family is about to be torn apart by the arrival of Australian conscription during the Vietnam War.;1987;Unknown;['war', 'drama'];['AU'];1.0;7.7;535.0
1936;Babar;"Babar is a Canadian/French/Japanese animated television series produced in Quebec, Canada by Nelvana Limited and The Clifford Ross Company. It premiered in 1989 on CBC and HBO, subsequently was rerun on HBO Family and Qubo. The series is based on Jean de Brunhoff's original Babar books, and was Nelvana's first international co-production. The series' 78 episodes have been broadcast in 30 languages in over 150 countries. Episodes of Babar currently air on Ion Television and Qubo.

While the French author Laurent de Brunhoff pronounces the name Babar as ""BUH-bar"", the TV series in its first five seasons pronounces the name as ""BAB-bar"".

In 2010, a computer-animated sequel series spin-off of Babar titled Babar and the Adventures of Badou was launched. The new series focuses on a majority of new characters.";1989;TV-G;['animation', 'comedy', 'drama', 'family', 'fantasy'];['CA', 'FR'];6.0;6.6;5.0
1941;Mussolini: The Untold Story;The rise and fall of Italy's fascist dictator Benito Mussolini. Recounting his life with his wife, children and mistress, this biography (based on the recollections of Mussolini's eldest son, Vittorio) chronicles Il Duce's tyranny as he plunges Italy into the dark days of World War II.;1985;Unknown;['drama', 'war'];['GB', 'US'];1.0;7.1;517.0
1944;Alice in Wonderland;"One of the most well-known stories begins one golden summer afternoon. Alice is sitting on a riverbank with her sister when a fully-dressed, talking rabbit runs past her. She follows the rabbit down the hole and enters a nonsensical world where it seems the normal rules of logic do not apply. In Wonderland, Alice participates in a winner-less race, alternates between being tiny and giant, hears riddles at a ""mad"" tea party, plays croquet with live flamencos, and attends a trial where the Knave of Hearts is accused of stealing the Queen's tarts. Join Alice as she encounters the Hatter, the Cheshire Cat, and others as she makes her way through Wonderland.";1986;Unknown;['scifi', 'fantasy'];['GB'];1.0;7.2;73.0
1947;Desmond's;"Desmond's was a British television situation comedy broadcast by Channel 4 from 1989 to 1994. With 71 episodes, Desmond's became Channel 4's longest-running sitcom. The first series was shot in 1988, with the first episode broadcast in January 1989. The show was made in and set in Peckham, London, England and featured a predominantly Black British Guyanese cast.

Conceived and co-written by Trix Worrell, and produced by Charlie Hanson and Humphrey Barclay, this series starred Norman Beaton as barber Desmond Ambrose. Desmond's shop was a gathering place for an assortment of local characters.";1989;Unknown;['comedy'];['GB'];6.0;7.8;920.0
1961;Hold the Dream;The follow-up to A Woman of Substance with Emma Harte at age eighty in the last winter of her life and dealing with her granddaughter Paula, as well as her respected advisor Henry Rossiter and Blackie O'Neill.;1986;Unknown;['drama', 'romance'];['GB'];1.0;6.5;347.0
1969;Press Your Luck;"Press Your Luck is an American television daytime game show created by Bill Carruthers and Jan McCormack. It premiered on September 19, 1983, on CBS and ended on September 26, 1986. In the show, contestants collected spins by answering trivia questions and then used the spins on an 18-space game board to win cash and prizes. The person who amassed the most in cash and prizes at the end of the game won. Peter Tomarken was the show's host, and Rod Roddy was the primary announcer. John Harlan and Charlie O'Donnell filled in as substitute announcers for Roddy on different occasions. Press Your Luck was videotaped before a studio audience at CBS Television City, in Studios 33 and 43 in Hollywood, California. The show was a revival of Second Chance, which was hosted by Jim Peck and aired on ABC from March 7–July 15, 1977.

The show was known for the ""Whammy"" –a red cartoon creature wearing a cape. Landing on any of the Whammy's spaces on the game board took away the contestant's money, accompanied by an animation that would show the Whammy taking the loot, but frequently being chased away, blown up, or otherwise humiliated in the process. The Whammies were created and animated by Savage Steve Holland and Bill Kopp, and voiced by Carruthers. Approximately 50 different animations were used.";1983;TV-G;['comedy', 'family'];['US'];3.0;7.5;699.0
2012;Act of Will;Act of Will is a 1989 mini-series directed by Don Sharp. It the third mini series based on a Barbara Taylor Bradford novel he had directed and was an early lead role for Elizabeth Hurley.;1989;Unknown;['drama'];['GB'];1.0;5.6;153.0
2016;Ninja Robots;One day, Joe Maya, who lives on Mars, witnesses a battle between  aliens. Those from Planet Zaboom are attacking the princess of Planet  Radorio, she has escaped from the emperor of Zaboom who is scheming to  conquer the universe and has crash landed on mars. Joe stumbles aboard  the princesses ship, this starts a chain reaction of events that will  alter their lives. Joe and his friends wield three powerful mecha beasts  against the emperor of Zaboom and his forces, but the odds are stacked  heavily against them. When all hope seems to be lost a mysterious ninja  robot named Tobikage appears as if from nowhere to provide assitance,  able to combine with the 3 mechanical beasts provides Tobikage with  unmatched power, with his aide Joe fights the forces of Zaboom...;1985;Unknown;['action', 'animation', 'scifi'];['JP'];1.0;8.5;181.0
2044;My Pet Monster;Max's ordinary monster doll comes to life when its shackles are released by a magic key.;1987;TV-Y;['animation', 'comedy', 'family', 'fantasy'];['US'];1.0;6.9;440.0
2058;The Prisoner of Zenda;An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.;1984;Unknown;[];['AU'];1.0;7.0;55.0
2085;How 2;"How 2 was a British educational television show which ran on CITV between 1990 and 2006. It served as a modernised ""sequel"" to a 60’s / 70's series with the same format called 'How'. Each episode started with the presenters sitting around the studio table asking their own question starting with “How” and then taking turns answering these.

Subjects of science and history were often covered along with logic and word play puzzles.";1990;Unknown;['documentation'];['GB'];15.0;7.3;138.0
2086;Jim Henson's Mother Goose Stories;Jim Henson's Mother Goose Stories was a children's television show hosted by Mother Goose, who tells her three goslings the stories behind well-known nursery rhymes.;1990;TV-Y;['scifi'];['US'];1.0;Unknown;Unknown
2089;Crime Inc.;The True Story Of The Mafia.;1984;TV-MA;['documentation', 'european'];['GB'];1.0;8.5;147.0
2092;Young Charlie Chaplin;The challenging and spirited early life of cinema's first great comedic artist, Charlie Chaplin, is portrayed. The innately talented young Charlie must overcome a wayward life of poverty and familial chaos to reach the pinnacle of stardom.;1989;TV-PG;['comedy', 'drama'];['GB'];1.0;6.9;75.0
2109;Den of Wolves;"Cuna de lobos is a Mexican soap opera produced by Televisa and broadcast by Canal de las Estrellas in 1986 to 1987. The serial, about the struggle for power within a wealthy Mexican dynasty, was enormously popular in its native Mexico. It was also a hit in several foreign countries, including the United States, Germany and Australia.

The soap opera starring antagonistically María Rubio as the main villain interpreting the evil ""Catalina Creel"", with Gonzalo Vega, Diana Bracho, Alejandro Camacho and Rebecca Jones.";1986;Unknown;['drama', 'crime', 'thriller'];['MX'];1.0;8.6;256.0
2112;Super Password;Super Password is an American game show, hosted by Bert Convy, that aired on NBC from September 24, 1984 to March 24, 1989.;1984;TV-G;['family'];['US'];5.0;7.2;279.0
2217;Survivor;A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.;2000;TV-PG;['reality'];['US'];42.0;7.4;24368.0
2219;SpongeBob SquarePants;Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.;1999;TV-Y7;['scifi', 'animation', 'comedy', 'family', 'fantasy'];['US'];13.0;8.2;94527.0
2222;Buffy the Vampire Slayer;"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.";1997;TV-14;['scifi', 'drama', 'fantasy', 'romance', 'action'];['US'];7.0;8.3;142891.0
2224;Pokémon;Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.;1997;TV-Y7;['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family'];['JP'];24.0;7.6;172.0
2233;Farscape;A freak accident during an experimental space mission catapults Astronaut John Crichton across a thousand galaxies to an alien battlefield.;1999;TV-14;['scifi', 'action', 'drama'];['US', 'AU'];5.0;8.3;36483.0
